"title","year","class","imdbID","plot"
"Love Finds Andy Hardy","1938","Comedy","tt0030386","Andy's girlfriend Polly is planning to spend Christmas at her grandmother's, which puts a kink in his plans to take her to the country club Christmas party. He agrees (for a fee) to pretend to be the boyfriend of his buddy Beezy's girl Cynthia to discourage other suitors (Beezy is also leaving for the holidays), but Andy soon finds her too infatuated with him. Meanwhile, Andy's next door neighbor Betsy begins to fall in love with Andy even though she's younger than him. Everything comes to a head at the country club party."
"Love Is a Many-Splendored Thing","1955","Drama","tt0048316","Newsman Mark Elliott is an American war correspondent in Hong Kong, separated from his wife. During the closing days of the Chinese Civil War, he meets and pursues a beautiful Eurasian doctor, the widow of a Nationalist general. But when they begin to fall in love, their friends and her Chinese family pressure them to stop the cross-cultural relationship."
"Love Me Tonight","1932","Comedy","tt0023158","When Parisienne tailor Maurice Courtelin learns that one of his aristocratic clients, the Viscount Gilbert de Varèze, is a deadbeat who never pays for the merchandise he acquires, he heads off to try and collect what is owed to him. He gets little in the way of cash from the Viscount who is desperate that his uncle, the Duke D'Artelines not learn of his debts. He suggests that Maurice spend a little time at the chateau until the money can be found. The Duke takes an immediate liking to Maurice - who's been introduced as a Baron - but that's not the case for the Princess Jeanette who, after an encounter with him him on the road earlier that day. Over time Jeannette falls in love with him"
"Love Story","1970","Drama","tt0066011","Harvard Law student Oliver Barrett IV and music student Jennifer Cavilleri share a chemistry they cannot deny - and a love they cannot ignore. Despite their opposite backgrounds, the young couple put their hearts on the line for each other. When they marry, Oliver's wealthy father threatens to disown him. Jenny tries to reconcile the Barrett men, but to no avail. Oliver and Jenny continue to build their life together. Relying only on each other, they believe love can fix anything. But fate has other plans. Soon, what began as a brutally honest friendship becomes the love story of their lives."
"Mabel's Blunder","1914","Comedy","tt0004279","Mabel is engaged to Harry, the boss's son. The boss has an eye for Mabel too, in this gender-bending comedy of errors and mistaken identities."
"Magical Maestro","1952","Comedy","tt0044868","A magician is spurned by an opera singer, and takes a spectacular revenge by replacing the conductor and turning the hapless tenor into one thing after another. And watch out for the hair that gets caught in the projector gate!"
"Malcolm X","1992","Drama","tt0104797","Biograpical epic of Malcolm X, the legendary African American leader. Born Malcolm Little, his father (a Garveyite Baptist minister) was killed by the Ku Klux Klan. Malcolm became a gangster, and while in jail discovered the Nation of Islam writings of Elijah Muhammad. He preaches the teachings when let out of jail, but later on goes on a pilgrimage to the city of Mecca, there he converts to the original Islamic religion and becomes a Sunni Muslim and changes his name to El-Hajj Malik Al-Shabazz. He is assassinated on February 21, 1965 and dies a Muslim martyr."
"Marty","1955","Drama","tt0048356","Stuck as the last of six children at home with an overbearing Italian mother, the only child still unmarried, 34 year old socially awkward Bronx butcher Marty faces middle age with no prospects of marriage, and he faces permanent bachelorhood. But when he is goaded by his mother into going to the Stardust Ballroom one Saturday night, Marty unexpectedly meets Clara, a lonely teacher. Suddenly, Marty's future seems bright. Winner of Best Picture of 1955, Best Adapted Screenplay for Paddy Chayefsky, Best Director for Delbert Mann, and Best Actor for Ernest Borgnine."
"Mary Poppins","1964","Comedy","tt0058331","When Jane and Michael, the children of the wealthy and uptight Banks family, are faced with the prospect of a new nanny, they are pleasantly surprised by the arrival of the magical Mary Poppins. Embarking on a series of fantastical adventures with Mary and her Cockney performer friend, Bert, the siblings try to pass on some of their nanny's sunny attitude to their preoccupied parents."
"Matrimony's Speed Limit","1913","Comedy","tt0210835","A man must marry by noon or lose his inheritance. It's 11:50 a.m. and he can't find his fiancée."
"McCabe & Mrs. Miller","1971","Drama","tt0067411","Set in winter in the Old West. Charismatic but dumb John McCabe arrives in a young Pacific Northwest town to set up a whorehouse/tavern. The shrewd Mrs. Miller, a professional madam, arrives soon after construction begins. She offers to use her experience to help McCabe run his business, while sharing in the profits. The whorehouse thrives and McCabe and Mrs. Miller draw closer, despite their conflicting intelligences and philosophies. Soon, however, the mining deposits in the town attract the attention of a major corporation, which wants to buy out McCabe along with the rest. He refuses, and his decision has major repercussions for him, Mrs. Miller, and the town."
